id_pedido,data_pedido,ano,mes,regiao,cidade,canal_venda,vendedor,segmento_cliente,produto,categoria,quantidade,preco_unitario,desconto_percentual,frete,receita_bruta,receita_liquida,custo_total,lucro,margem_percentual,forma_pagamento,status_pedido,prazo_entrega_dias,avaliacao_cliente
PED-00369,2026-02-02,2026,02,Nordeste,Fortaleza,Aplicativo,Ana,Pessoa Física,Cadeira Ergonômica,Móveis,5,1350.00,5,93.08,6750.00,0.00,32.58,-32.58,0.00,Cartão de Crédito,Cancelado,12,
PED-00519,2026-02-02,2026,02,Sudeste,Campinas,Site,Gabriela,Média Empresa,Memória RAM 16 GB,Componentes,3,390.00,5,40.47,1170.00,1151.97,749.16,402.81,34.97,Transferência,Concluído,9,4
PED-00172,2026-02-03,2026,02,Sudeste,São Paulo,Site,Eduarda,Pessoa Física,Smartphone X,Telefonia,4,3200.00,0,8.29,12800.00,12808.29,9802.90,3005.39,23.46,Transferência,Concluído,8,4
PED-01368,2026-02-03,2026,02,Centro-Oeste,Campo Grande,Aplicativo,Daniel,Pessoa Física,Webcam Full HD,Acessórios,3,310.00,5,25.80,930.00,136.39,492.18,-355.79,-260.86,Boleto,Devolvido,8,
PED-00110,2026-02-04,2026,02,Sudeste,Campinas,Aplicativo,Eduarda,Pequena Empresa,Memória RAM 16 GB,Componentes,2,390.00,0,22.91,780.00,120.44,423.32,-302.88,-251.48,Cartão de Crédito,Devolvido,11,
PED-00926,2026-02-05,2026,02,Sudeste,Belo Horizonte,Site,Eduarda,Pessoa Física,Headset USB,Acessórios,2,260.00,10,55.66,520.00,78.55,280.06,-201.51,-256.54,PIX,Devolvido,3,
PED-01487,2026-02-05,2026,02,Nordeste,Salvador,Marketplace,Daniel,Pessoa Física,Impressora Wi-Fi,Escritório,2,760.00,0,32.20,1520.00,1552.20,1041.27,510.93,32.92,Cartão de Crédito,Concluído,10,4
PED-00194,2026-02-07,2026,02,Sudeste,Belo Horizonte,Marketplace,Gabriela,Pessoa Física,Memória RAM 16 GB,Componentes,3,390.00,15,8.84,1170.00,0.00,3.09,-3.09,0.00,Boleto,Cancelado,12,
PED-00217,2026-02-07,2026,02,Sudeste,Belo Horizonte,Site,Daniel,Pessoa Física,Smartphone X,Telefonia,4,3200.00,0,10.04,12800.00,12810.04,9803.51,3006.53,23.47,Cartão de Crédito,Concluído,8,4
PED-00426,2026-02-07,2026,02,Nordeste,Salvador,Site,Gabriela,Pessoa Física,Mouse Sem Fio,Acessórios,3,145.00,15,67.96,435.00,437.71,269.79,167.92,38.36,Boleto,Concluído,1,2
PED-00744,2026-02-07,2026,02,Sudeste,Belo Horizonte,Marketplace,Carla,Pequena Empresa,Monitor 27,Eletrônicos,1,1450.00,0,56.65,1450.00,226.00,883.86,-657.86,-291.09,Cartão de Crédito,Devolvido,1,
PED-01183,2026-02-07,2026,02,Sudeste,Belo Horizonte,Marketplace,Henrique,Corporativo,Smartphone Y,Telefonia,3,2150.00,5,14.28,6450.00,6141.78,4745.00,1396.78,22.74,PIX,Concluído,9,5
PED-01342,2026-02-07,2026,02,Norte,Manaus,Marketplace,Gabriela,Corporativo,SSD 1 TB,Componentes,1,510.00,5,37.40,510.00,521.90,358.09,163.81,31.39,Boleto,Concluído,1,4
PED-01472,2026-02-07,2026,02,Nordeste,Recife,Marketplace,Carla,Pessoa Física,Notebook Lite 15,Eletrônicos,5,2850.00,5,40.07,14250.00,2036.64,9149.42,-7112.78,-349.24,Transferência,Devolvido,7,
PED-01063,2026-02-08,2026,02,Sudeste,Campinas,Site,Carla,Pessoa Física,Teclado Mecânico,Acessórios,3,350.00,5,74.40,1050.00,1071.90,656.04,415.86,38.80,Cartão de Crédito,Concluído,4,4
PED-01192,2026-02-08,2026,02,Sudeste,Belo Horizonte,Site,Daniel,Pequena Empresa,Headset USB,Acessórios,1,260.00,5,54.73,260.00,301.73,174.16,127.57,42.28,PIX,Concluído,7,5
PED-00789,2026-02-09,2026,02,Sul,Florianópolis,Site,Eduarda,Pequena Empresa,Notebook Lite 15,Eletrônicos,4,2850.00,10,11.81,11400.00,0.00,4.13,-4.13,0.00,Boleto,Cancelado,11,
PED-01025,2026-02-09,2026,02,Sudeste,Belo Horizonte,Loja Física,Bruno,Pessoa Física,Tablet 10,Telefonia,3,1850.00,0,65.92,5550.00,5615.92,3983.07,1632.85,29.08,Cartão de Crédito,Concluído,12,1
PED-01130,2026-02-09,2026,02,Sudeste,Rio de Janeiro,Marketplace,Daniel,Pequena Empresa,Teclado Mecânico,Acessórios,1,350.00,0,81.54,350.00,0.00,28.54,-28.54,0.00,PIX,Cancelado,2,
PED-01243,2026-02-09,2026,02,Nordeste,Salvador,Site,Henrique,Pequena Empresa,Memória RAM 16 GB,Componentes,4,390.00,5,52.87,1560.00,1534.87,998.50,536.37,34.95,Transferência,Concluído,2,4
PED-01009,2026-02-10,2026,02,Sul,Florianópolis,Marketplace,Gabriela,Pessoa Física,Notebook Pro 14,Eletrônicos,1,4200.00,10,19.84,4200.00,0.00,6.94,-6.94,0.00,Cartão de Crédito,Cancelado,8,
PED-00091,2026-02-11,2026,02,Sul,Londrina,Aplicativo,Felipe,Pessoa Física,Notebook Lite 15,Eletrônicos,2,2850.00,10,39.68,5700.00,5169.68,4313.89,855.79,16.55,Boleto,Concluído,7,1
PED-00160,2026-02-11,2026,02,Sul,Florianópolis,Marketplace,Felipe,Pessoa Física,Webcam Full HD,Acessórios,2,310.00,15,44.27,620.00,85.69,336.17,-250.48,-292.31,Boleto,Devolvido,8,
PED-00302,2026-02-11,2026,02,Sul,Porto Alegre,Loja Física,Carla,Pequena Empresa,Smartphone Y,Telefonia,1,2150.00,0,53.80,2150.00,0.00,18.83,-18.83,0.00,PIX,Cancelado,11,
PED-01152,2026-02-11,2026,02,Sudeste,São Paulo,Marketplace,Gabriela,Pessoa Física,Memória RAM 16 GB,Componentes,4,390.00,0,20.48,1560.00,0.00,7.17,-7.17,0.00,PIX,Cancelado,9,
PED-00589,2026-02-12,2026,02,Sudeste,Rio de Janeiro,Marketplace,Henrique,Pequena Empresa,Webcam Full HD,Acessórios,2,310.00,15,29.74,620.00,556.74,390.41,166.33,29.88,Transferência,Concluído,7,5
PED-00729,2026-02-12,2026,02,Sudeste,Belo Horizonte,Marketplace,Carla,Pessoa Física,Notebook Pro 14,Eletrônicos,1,4200.00,10,35.34,4200.00,3815.34,3162.37,652.97,17.11,Cartão de Crédito,Concluído,2,1
PED-00962,2026-02-12,2026,02,Sul,Florianópolis,Aplicativo,Eduarda,Pessoa Física,Mesa Home Office,Móveis,1,980.00,15,83.98,980.00,916.98,649.39,267.59,29.18,PIX,Concluído,9,5
PED-01087,2026-02-12,2026,02,Sul,Florianópolis,Loja Física,Gabriela,Pequena Empresa,Smartphone X,Telefonia,8,3200.00,10,82.47,25600.00,23122.47,19628.86,3493.61,15.11,PIX,Concluído,1,5
PED-01178,2026-02-12,2026,02,Sul,Porto Alegre,Aplicativo,Henrique,Pequena Empresa,Memória RAM 16 GB,Componentes,1,390.00,0,1.33,390.00,391.33,245.47,145.86,37.27,Transferência,Concluído,11,2
PED-00027,2026-02-13,2026,02,Sudeste,São Paulo,Aplicativo,Eduarda,Pessoa Física,Smartphone X,Telefonia,2,3200.00,10,80.15,6400.00,5840.15,4928.05,912.10,15.62,Boleto,Concluído,1,3
PED-00865,2026-02-13,2026,02,Nordeste,Fortaleza,Site,Daniel,Pessoa Física,Mouse Sem Fio,Acessórios,2,145.00,0,25.37,290.00,0.00,8.88,-8.88,0.00,Boleto,Cancelado,11,
PED-00933,2026-02-13,2026,02,Nordeste,Salvador,Site,Carla,Pessoa Física,Impressora Wi-Fi,Escritório,6,760.00,0,87.46,4560.00,4647.46,3120.61,1526.85,32.85,Boleto,Concluído,12,4
PED-01248,2026-02-13,2026,02,Sudeste,Rio de Janeiro,Site,Bruno,Pessoa Física,Cadeira Ergonômica,Móveis,5,1350.00,5,48.75,6750.00,6461.25,4417.06,2044.19,31.64,Boleto,Concluído,10,5
PED-00360,2026-02-14,2026,02,Nordeste,Fortaleza,Loja Física,Carla,Pessoa Física,Headset USB,Acessórios,5,260.00,10,77.85,1300.00,1247.85,802.25,445.60,35.71,Cartão de Crédito,Concluído,10,5
PED-00087,2026-02-15,2026,02,Sudeste,São Paulo,Site,Daniel,Pessoa Física,Monitor 24,Eletrônicos,2,920.00,0,29.61,1840.00,1869.61,1290.36,579.25,30.98,Cartão de Crédito,Concluído,10,4
PED-00145,2026-02-15,2026,02,Sudeste,Rio de Janeiro,Marketplace,Daniel,Pessoa Física,Monitor 27,Eletrônicos,2,1450.00,5,25.36,2900.00,2780.36,2048.88,731.48,26.31,Cartão de Crédito,Concluído,5,4
PED-00318,2026-02-15,2026,02,Nordeste,Salvador,Aplicativo,Carla,Pequena Empresa,Mesa Home Office,Móveis,2,980.00,0,62.40,1960.00,0.00,21.84,-21.84,0.00,PIX,Cancelado,5,
PED-00849,2026-02-15,2026,02,Sudeste,Rio de Janeiro,Loja Física,Bruno,Pessoa Física,Mesa Home Office,Móveis,4,980.00,20,38.07,3920.00,3174.07,2493.32,680.75,21.45,Boleto,Concluído,3,4
PED-00935,2026-02-15,2026,02,Nordeste,Recife,Loja Física,Bruno,Pessoa Física,Smartphone Y,Telefonia,3,2150.00,10,79.44,6450.00,5884.44,4767.80,1116.64,18.98,Cartão de Crédito,Concluído,6,5
PED-01084,2026-02-15,2026,02,Centro-Oeste,Goiânia,Loja Física,Eduarda,Pequena Empresa,Impressora Wi-Fi,Escritório,1,760.00,5,66.81,760.00,788.81,538.38,250.43,31.75,Cartão de Crédito,Concluído,2,2
PED-01469,2026-02-15,2026,02,Centro-Oeste,Campo Grande,Site,Gabriela,Pessoa Física,Monitor 24,Eletrônicos,2,920.00,0,33.12,1840.00,280.97,1097.85,-816.88,-290.74,Transferência,Devolvido,10,
PED-00659,2026-02-16,2026,02,Sudeste,Campinas,Marketplace,Bruno,Pessoa Física,Smartphone Y,Telefonia,5,2150.00,5,86.75,10750.00,10299.25,7930.36,2368.89,23.00,Boleto,Concluído,3,5
PED-01240,2026-02-17,2026,02,Sul,Florianópolis,Aplicativo,Ana,Pequena Empresa,Impressora Wi-Fi,Escritório,4,760.00,0,55.91,3040.00,464.39,1767.63,-1303.24,-280.63,Cartão de Crédito,Devolvido,8,
PED-00591,2026-02-18,2026,02,Sudeste,São Paulo,Marketplace,Ana,Corporativo,Mesa Home Office,Móveis,1,980.00,20,31.37,980.00,122.31,536.33,-414.02,-338.50,Transferência,Devolvido,10,
PED-00768,2026-02-18,2026,02,Sudeste,Rio de Janeiro,Site,Bruno,Pessoa Física,Monitor 24,Eletrônicos,3,920.00,5,22.00,2760.00,396.60,1638.55,-1241.95,-313.15,Cartão de Crédito,Devolvido,4,
PED-00955,2026-02-18,2026,02,Sudeste,Campinas,Site,Bruno,Pessoa Física,Impressora Wi-Fi,Escritório,2,760.00,5,47.27,1520.00,1491.27,1046.54,444.73,29.82,Cartão de Crédito,Concluído,11,5
PED-01194,2026-02-18,2026,02,Centro-Oeste,Goiânia,Site,Felipe,Pessoa Física,Webcam Full HD,Acessórios,5,310.00,15,10.09,1550.00,199.14,810.50,-611.36,-307.00,Boleto,Devolvido,7,
PED-01076,2026-02-19,2026,02,Norte,Porto Velho,Loja Física,Eduarda,Pessoa Física,Notebook Lite 15,Eletrônicos,1,2850.00,0,74.43,2850.00,2924.43,2176.05,748.38,25.59,Cartão de Crédito,Concluído,8,5
PED-00404,2026-02-20,2026,02,Sudeste,São Paulo,Loja Física,Henrique,Pessoa Física,Monitor 27,Eletrônicos,2,1450.00,10,52.06,2900.00,2662.06,2058.22,603.84,22.68,PIX,Concluído,7,2
PED-00643,2026-02-20,2026,02,Sudeste,Campinas,Site,Bruno,Pequena Empresa,Notebook Pro 14,Eletrônicos,1,4200.00,10,11.15,4200.00,0.00,3.90,-3.90,0.00,PIX,Cancelado,12,
PED-00919,2026-02-20,2026,02,Norte,Palmas,Marketplace,Henrique,Pessoa Física,SSD 1 TB,Componentes,1,510.00,10,87.77,510.00,546.77,375.72,171.05,31.28,Transferência,Concluído,3,3
PED-00971,2026-02-20,2026,02,Centro-Oeste,Campo Grande,Loja Física,Henrique,Corporativo,Impressora Wi-Fi,Escritório,2,760.00,5,63.21,1520.00,1507.21,1052.12,455.09,30.19,PIX,Concluído,12,4
PED-01375,2026-02-20,2026,02,Sul,Londrina,Site,Carla,Pessoa Física,Notebook Lite 15,Eletrônicos,5,2850.00,0,75.80,14250.00,14325.80,10776.53,3549.27,24.78,Transferência,Concluído,3,4
PED-01429,2026-02-20,2026,02,Sul,Curitiba,Loja Física,Gabriela,Pequena Empresa,Memória RAM 16 GB,Componentes,3,390.00,15,15.87,1170.00,151.56,629.47,-477.91,-315.33,Cartão de Crédito,Devolvido,9,
PED-01393,2026-02-21,2026,02,Nordeste,Salvador,Site,Henrique,Pequena Empresa,Headset USB,Acessórios,2,260.00,10,64.11,520.00,79.82,282.57,-202.75,-254.01,Cartão de Crédito,Devolvido,7,
PED-00060,2026-02-22,2026,02,Sudeste,São Paulo,Marketplace,Bruno,Pequena Empresa,Monitor 24,Eletrônicos,1,920.00,15,27.73,920.00,121.46,552.25,-430.79,-354.68,Transferência,Devolvido,5,
PED-00948,2026-02-22,2026,02,Nordeste,Recife,Loja Física,Carla,Pessoa Física,Tablet 10,Telefonia,2,1850.00,10,83.51,3700.00,3413.51,2669.23,744.28,21.80,Transferência,Concluído,2,3
PED-01091,2026-02-22,2026,02,Sul,Londrina,Aplicativo,Daniel,Corporativo,Monitor 24,Eletrônicos,4,920.00,0,25.15,3680.00,555.77,2183.48,-1627.71,-292.87,PIX,Devolvido,1,
PED-01108,2026-02-22,2026,02,Nordeste,Fortaleza,Marketplace,Daniel,Pessoa Física,Notebook Pro 14,Eletrônicos,1,4200.00,5,58.26,4200.00,4048.26,3170.39,877.87,21.69,Boleto,Concluído,4,5
PED-01163,2026-02-22,2026,02,Norte,Palmas,Site,Bruno,Pessoa Física,Notebook Pro 14,Eletrônicos,2,4200.00,15,60.98,8400.00,7200.98,6321.34,879.64,12.22,PIX,Concluído,12,3
PED-01346,2026-02-22,2026,02,Nordeste,Fortaleza,Aplicativo,Bruno,Pequena Empresa,Teclado Mecânico,Acessórios,2,350.00,5,20.96,700.00,0.00,7.34,-7.34,0.00,PIX,Cancelado,6,
PED-01490,2026-02-22,2026,02,Norte,Manaus,Marketplace,Bruno,Pessoa Física,Monitor 27,Eletrônicos,1,1450.00,0,23.26,1450.00,1473.26,1028.14,445.12,30.21,Boleto,Concluído,3,5
PED-00189,2026-02-23,2026,02,Sudeste,Campinas,Marketplace,Bruno,Pessoa Física,Memória RAM 16 GB,Componentes,4,390.00,0,3.11,1560.00,1563.11,981.09,582.02,37.23,Transferência,Concluído,9,4
PED-01236,2026-02-23,2026,02,Sudeste,São Paulo,Marketplace,Daniel,Pessoa Física,SSD 1 TB,Componentes,8,510.00,15,27.33,4080.00,0.00,9.57,-9.57,0.00,Transferência,Cancelado,5,
PED-00503,2026-02-25,2026,02,Sul,Porto Alegre,Site,Felipe,Pequena Empresa,Smartphone X,Telefonia,1,3200.00,5,17.28,3200.00,3057.28,2456.05,601.23,19.67,Cartão de Crédito,Concluído,10,3
PED-00606,2026-02-25,2026,02,Nordeste,Natal,Aplicativo,Bruno,Pequena Empresa,Mesa Home Office,Móveis,4,980.00,15,54.07,3920.00,3386.07,2498.92,887.15,26.20,Transferência,Concluído,2,4
PED-01031,2026-02-25,2026,02,Sudeste,Rio de Janeiro,Marketplace,Ana,Corporativo,Monitor 27,Eletrônicos,2,1450.00,5,44.00,2900.00,419.85,1747.09,-1327.24,-316.12,Transferência,Devolvido,10,
PED-01436,2026-02-25,2026,02,Sudeste,Campinas,Marketplace,Felipe,Pessoa Física,SSD 1 TB,Componentes,3,510.00,5,50.66,1530.00,1504.16,1052.73,451.43,30.01,Cartão de Crédito,Concluído,5,5
PED-00026,2026-02-26,2026,02,Sudeste,São Paulo,Marketplace,Ana,Média Empresa,Webcam Full HD,Acessórios,1,310.00,15,43.73,310.00,307.23,205.31,101.92,33.17,PIX,Concluído,4,3
PED-00545,2026-02-26,2026,02,Sudeste,Campinas,Aplicativo,Henrique,Pessoa Física,Monitor 24,Eletrônicos,1,920.00,10,38.26,920.00,0.00,13.39,-13.39,0.00,Transferência,Cancelado,9,
PED-00989,2026-02-27,2026,02,Sudeste,Belo Horizonte,Loja Física,Daniel,Pessoa Física,Mesa Home Office,Móveis,3,980.00,20,23.91,2940.00,2375.91,1868.37,507.54,21.36,Transferência,Concluído,2,2
PED-00233,2026-02-28,2026,02,Centro-Oeste,Cuiabá,Marketplace,Bruno,Média Empresa,Memória RAM 16 GB,Componentes,4,390.00,10,72.03,1560.00,1476.03,1005.21,470.82,31.90,Cartão de Crédito,Concluído,3,4
PED-00375,2026-02-28,2026,02,Sudeste,Belo Horizonte,Site,Daniel,Pessoa Física,Impressora Wi-Fi,Escritório,1,760.00,10,58.14,760.00,742.14,535.35,206.79,27.86,PIX,Concluído,10,4
PED-00723,2026-02-28,2026,02,Sul,Curitiba,Site,Gabriela,Pessoa Física,Monitor 24,Eletrônicos,1,920.00,15,76.81,920.00,858.81,666.88,191.93,22.35,PIX,Concluído,5,1
PED-00818,2026-02-28,2026,02,Sul,Porto Alegre,Aplicativo,Ana,Média Empresa,Headset USB,Acessórios,4,260.00,5,47.64,1040.00,1035.64,636.67,398.97,38.52,Boleto,Concluído,1,3
PED-01384,2026-02-28,2026,02,Sudeste,Belo Horizonte,Loja Física,Eduarda,Pequena Empresa,Impressora Wi-Fi,Escritório,1,760.00,0,6.93,760.00,766.93,517.43,249.50,32.53,PIX,Concluído,10,3
PED-00033,2026-03-01,2026,03,Nordeste,Natal,Marketplace,Daniel,Pessoa Física,Headset USB,Acessórios,3,260.00,15,81.74,780.00,744.74,493.61,251.13,33.72,Transferência,Concluído,7,3
PED-01412,2026-03-01,2026,03,Sudeste,Campinas,Aplicativo,Henrique,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,15,53.89,310.00,317.39,208.86,108.53,34.19,Transferência,Concluído,7,2
PED-00288,2026-03-02,2026,03,Sudeste,Rio de Janeiro,Aplicativo,Felipe,Pessoa Física,Tablet 10,Telefonia,1,1850.00,20,58.74,1850.00,1538.74,1340.56,198.18,12.88,Cartão de Crédito,Concluído,9,5
PED-00354,2026-03-02,2026,03,Nordeste,Salvador,Loja Física,Eduarda,Pessoa Física,Smartphone Y,Telefonia,3,2150.00,15,7.40,6450.00,5489.90,4742.59,747.31,13.61,PIX,Concluído,9,2
PED-00528,2026-03-02,2026,03,Nordeste,Fortaleza,Site,Gabriela,Pessoa Física,Memória RAM 16 GB,Componentes,2,390.00,10,64.47,780.00,766.47,512.56,253.91,33.13,Cartão de Crédito,Concluído,4,5
PED-01095,2026-03-02,2026,03,Centro-Oeste,Goiânia,Loja Física,Felipe,Pessoa Física,Mouse Sem Fio,Acessórios,6,145.00,5,51.52,870.00,0.00,18.03,-18.03,0.00,Cartão de Crédito,Cancelado,11,
PED-00764,2026-03-03,2026,03,Sudeste,Belo Horizonte,Marketplace,Gabriela,Pessoa Física,Impressora Wi-Fi,Escritório,1,760.00,10,84.86,760.00,0.00,29.70,-29.70,0.00,Cartão de Crédito,Cancelado,8,
PED-00142,2026-03-04,2026,03,Norte,Manaus,Aplicativo,Gabriela,Pequena Empresa,Mouse Sem Fio,Acessórios,1,145.00,10,82.87,145.00,213.37,111.00,102.37,47.98,Cartão de Crédito,Concluído,1,1
PED-00621,2026-03-04,2026,03,Nordeste,Natal,Site,Felipe,Pessoa Física,Impressora Wi-Fi,Escritório,1,760.00,5,47.75,760.00,769.75,531.71,238.04,30.92,PIX,Concluído,8,4
PED-00895,2026-03-04,2026,03,Nordeste,Natal,Site,Gabriela,Pessoa Física,Notebook Pro 14,Eletrônicos,4,4200.00,20,72.87,16800.00,13512.87,12625.50,887.37,6.57,Boleto,Concluído,12,3
PED-01073,2026-03-04,2026,03,Sul,Florianópolis,Aplicativo,Daniel,Pessoa Física,Teclado Mecânico,Acessórios,1,350.00,15,25.22,350.00,322.72,218.83,103.89,32.19,PIX,Concluído,2,3
PED-01425,2026-03-04,2026,03,Nordeste,Salvador,Site,Gabriela,Pessoa Física,Mouse Sem Fio,Acessórios,2,145.00,15,71.85,290.00,318.35,189.15,129.20,40.58,PIX,Concluído,4,3
PED-00441,2026-03-06,2026,03,Nordeste,Fortaleza,Site,Bruno,Pessoa Física,Headset USB,Acessórios,1,260.00,10,82.64,260.00,316.64,183.92,132.72,41.92,Transferência,Concluído,4,2
PED-01294,2026-03-06,2026,03,Sudeste,Rio de Janeiro,Site,Gabriela,Pessoa Física,Headset USB,Acessórios,3,260.00,10,50.16,780.00,0.00,17.56,-17.56,0.00,Cartão de Crédito,Cancelado,7,
PED-01329,2026-03-06,2026,03,Nordeste,Recife,Marketplace,Felipe,Pessoa Física,Mouse Sem Fio,Acessórios,1,145.00,5,44.02,145.00,181.77,97.41,84.36,46.41,Cartão de Crédito,Concluído,12,4
PED-00264,2026-03-07,2026,03,Nordeste,Fortaleza,Marketplace,Carla,Pessoa Física,Monitor 27,Eletrônicos,5,1450.00,5,58.68,7250.00,6946.18,5120.54,1825.64,26.28,Transferência,Concluído,2,5
PED-00731,2026-03-08,2026,03,Sudeste,Belo Horizonte,Site,Ana,Média Empresa,Impressora Wi-Fi,Escritório,2,760.00,20,40.02,1520.00,1256.02,1044.01,212.01,16.88,Boleto,Concluído,8,3
PED-00494,2026-03-09,2026,03,Sudeste,Belo Horizonte,Site,Eduarda,Pequena Empresa,Notebook Lite 15,Eletrônicos,1,2850.00,10,61.21,2850.00,2626.21,2171.42,454.79,17.32,Cartão de Crédito,Concluído,12,4
PED-00529,2026-03-09,2026,03,Sul,Florianópolis,Aplicativo,Gabriela,Média Empresa,Smartphone X,Telefonia,1,3200.00,10,61.39,3200.00,2941.39,2471.49,469.90,15.98,PIX,Concluído,12,4
PED-00742,2026-03-09,2026,03,Sudeste,Campinas,Site,Eduarda,Pessoa Física,Headset USB,Acessórios,2,260.00,5,64.71,520.00,83.81,282.75,-198.94,-237.37,Cartão de Crédito,Devolvido,4,
PED-01396,2026-03-09,2026,03,Sudeste,Campinas,Loja Física,Carla,Pessoa Física,Tablet 10,Telefonia,1,1850.00,20,59.24,1850.00,1539.24,1340.73,198.51,12.90,PIX,Concluído,1,3
PED-01444,2026-03-09,2026,03,Centro-Oeste,Cuiabá,Site,Ana,Pessoa Física,Tablet 10,Telefonia,4,1850.00,0,30.74,7400.00,7430.74,5290.76,2139.98,28.80,Transferência,Concluído,10,4
PED-00085,2026-03-10,2026,03,Norte,Porto Velho,Site,Daniel,Pessoa Física,Notebook Lite 15,Eletrônicos,2,2850.00,15,33.26,5700.00,0.00,11.64,-11.64,0.00,Cartão de Crédito,Cancelado,6,
PED-00251,2026-03-10,2026,03,Centro-Oeste,Campo Grande,Site,Henrique,Pessoa Física,Tablet 10,Telefonia,2,1850.00,10,55.53,3700.00,3385.53,2659.44,726.09,21.45,Boleto,Concluído,9,5
PED-00498,2026-03-10,2026,03,Nordeste,Fortaleza,Aplicativo,Carla,Pessoa Física,Memória RAM 16 GB,Componentes,3,390.00,15,2.00,1170.00,0.00,0.70,-0.70,0.00,Cartão de Crédito,Cancelado,1,
PED-00708,2026-03-10,2026,03,Sudeste,Rio de Janeiro,Site,Bruno,Pessoa Física,Cadeira Ergonômica,Móveis,1,1350.00,15,42.88,1350.00,1190.38,895.01,295.37,24.81,Boleto,Concluído,9,3
PED-00740,2026-03-10,2026,03,Nordeste,Salvador,Site,Bruno,Pequena Empresa,Mouse Sem Fio,Acessórios,1,145.00,15,17.77,145.00,141.02,88.22,52.80,37.44,Transferência,Concluído,8,5
PED-00054,2026-03-12,2026,03,Sul,Porto Alegre,Aplicativo,Carla,Pessoa Física,Monitor 27,Eletrônicos,1,1450.00,5,71.15,1450.00,0.00,24.90,-24.90,0.00,Transferência,Cancelado,5,
PED-00313,2026-03-12,2026,03,Sudeste,Rio de Janeiro,Aplicativo,Bruno,Pessoa Física,Teclado Mecânico,Acessórios,5,350.00,5,17.96,1750.00,252.07,897.85,-645.78,-256.19,Cartão de Crédito,Devolvido,12,
PED-00156,2026-03-14,2026,03,Sudeste,Belo Horizonte,Aplicativo,Gabriela,Pequena Empresa,Memória RAM 16 GB,Componentes,1,390.00,5,14.18,390.00,384.68,249.96,134.72,35.02,Transferência,Concluído,3,5
PED-00356,2026-03-14,2026,03,Sudeste,Rio de Janeiro,Marketplace,Felipe,Pequena Empresa,Monitor 27,Eletrônicos,2,1450.00,10,88.68,2900.00,2698.68,2071.04,627.64,23.26,Boleto,Concluído,9,5
PED-00490,2026-03-14,2026,03,Sudeste,São Paulo,Loja Física,Eduarda,Pessoa Física,Headset USB,Acessórios,1,260.00,10,29.77,260.00,263.77,165.42,98.35,37.29,Transferência,Concluído,7,3
PED-01252,2026-03-14,2026,03,Sul,Porto Alegre,Site,Eduarda,Pequena Empresa,Notebook Lite 15,Eletrônicos,4,2850.00,10,21.29,11400.00,1542.19,7316.33,-5774.14,-374.41,Boleto,Devolvido,7,
PED-00192,2026-03-15,2026,03,Sul,Porto Alegre,Loja Física,Ana,Pessoa Física,Mouse Sem Fio,Acessórios,2,145.00,10,16.00,290.00,41.55,144.16,-102.61,-246.96,Boleto,Devolvido,5,
PED-00685,2026-03-15,2026,03,Sul,Londrina,Site,Eduarda,Pequena Empresa,Smartphone X,Telefonia,1,3200.00,15,25.75,3200.00,2745.75,2459.01,286.74,10.44,Boleto,Concluído,11,4
PED-00879,2026-03-15,2026,03,Sudeste,Belo Horizonte,Loja Física,Bruno,Pequena Empresa,Monitor 27,Eletrônicos,2,1450.00,10,13.49,2900.00,2623.49,2044.72,578.77,22.06,Cartão de Crédito,Concluído,8,3
PED-01201,2026-03-15,2026,03,Sudeste,Belo Horizonte,Aplicativo,Gabriela,Pequena Empresa,Impressora Wi-Fi,Escritório,2,760.00,5,28.37,1520.00,1472.37,1039.93,432.44,29.37,Boleto,Concluído,3,4
PED-00665,2026-03-16,2026,03,Sul,Curitiba,Loja Física,Carla,Pessoa Física,Headset USB,Acessórios,5,260.00,10,14.13,1300.00,1184.13,779.95,404.18,34.13,Boleto,Concluído,3,4
PED-00728,2026-03-16,2026,03,Sul,Florianópolis,Aplicativo,Bruno,Pessoa Física,Headset USB,Acessórios,5,260.00,20,24.04,1300.00,1064.04,783.41,280.63,26.37,Boleto,Concluído,5,5
PED-00083,2026-03-17,2026,03,Centro-Oeste,Campo Grande,Site,Henrique,Pessoa Física,SSD 1 TB,Componentes,3,510.00,5,29.69,1530.00,1483.19,1045.39,437.80,29.52,Transferência,Concluído,6,5
PED-00405,2026-03-18,2026,03,Sul,Florianópolis,Marketplace,Daniel,Pessoa Física,Impressora Wi-Fi,Escritório,3,760.00,10,67.63,2280.00,2119.63,1568.67,550.96,25.99,Transferência,Concluído,2,4
PED-00778,2026-03-18,2026,03,Sudeste,Rio de Janeiro,Site,Ana,Pessoa Física,Memória RAM 16 GB,Componentes,4,390.00,0,57.77,1560.00,1617.77,1000.22,617.55,38.17,Cartão de Crédito,Concluído,11,5
PED-00869,2026-03-18,2026,03,Norte,Manaus,Loja Física,Eduarda,Pessoa Física,Impressora Wi-Fi,Escritório,2,760.00,0,87.51,1520.00,1607.51,1060.63,546.88,34.02,Cartão de Crédito,Concluído,7,5
PED-00945,2026-03-18,2026,03,Norte,Belém,Loja Física,Eduarda,Pessoa Física,Teclado Mecânico,Acessórios,3,350.00,5,54.14,1050.00,0.00,18.95,-18.95,0.00,PIX,Cancelado,7,
